"measuredItemCPC","description","feedClassification"
"34641","Fertilizers containing three nutrients: nitrogen, phosphorus and potassium","not for feed"
"34642","Diammonium hydrogenorthophosphate (diammonium phosphate)","not for feed"
"34643","Monoammonium phosphate","not for feed"
"34644","Fertilizers containing two nutrients: nitrogen and phosphorus","not for feed"
"34645","Fertilizers containing two nutrients: phosphorus and potassium","not for feed"
"34646","Potassium nitrate","not for feed"
"34649","Other mineral or chemical fertilizers containing at least two nutrients (nitrogen, phosphate, potash), n.e.","not for feed"
"34651","Ammonia, anhydrous","not for feed"
"34652","Ammonia, in aqueous solution","not for feed"
"34653","Ammonium chloride; nitrites","not for feed"
"34654","Excreta of animals useful for manure/fertilizer and fuel preparation","not for feed"
"34659","Fertilizers n.e.","not for feed"
"34661","Insecticides","not for feed"
"34662","Fungicides","not for feed"
"34663","Herbicides, anti-sprouting products and plant-growth regulators","not for feed"
"34664","Disinfectants","not for feed"
"34666","Hazardous pesticides","not for feed"
"34669","Other insecticides, fungicides, herbicides and disinfectants","not for feed"
"3471","Polymers of ethylene, in primary forms","not for feed"
"3472","Polymers of styrene, in primary forms","not for feed"
"3473","Polymers of vinyl chloride or other halogenated olefins, in primary forms","not for feed"
"3474","Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms","not for feed"
"3479","Other plastics in primary forms; ion exchangers","not for feed"
"34710","Polymers of ethylene, in primary forms","not for feed"
"34720","Polymers of styrene, in primary forms","not for feed"
"34730","Polymers of vinyl chloride or other halogenated olefins, in primary forms","not for feed"
"34740","Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms","not for feed"
"34790","Other plastics in primary forms; ion exchangers","not for feed"
"3480","Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural gums, in primary forms or in plates, sheets or strip","not for feed"
"34800","Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural gums, in primary forms or in plates, sheets or strip","not for feed"
"351","Paints and varnishes and related products; artists' colours; ink","not for feed"
"352","Pharmaceutical products","not for feed"
"353","Soap, cleaning preparations, perfumes and toilet preparations","not for feed"
"354","Chemical products n.e./n","not for feed"
"355","Man-made fibres","not for feed"
"3511","Paints and varnishes and related products","not for feed"
"3512","Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like","not for feed"
"3513","Printing ink","not for feed"
"3514","Writing or drawing ink and other inks","not for feed"
"35110","Paints and varnishes and related products","not for feed"
"35120","Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like","not for feed"
"35130","Printing ink","not for feed"
"35140","Writing or drawing ink and other inks","not for feed"
"3521","Salicylic acid and its salts and esters","not for feed"
"3522","Lysine and its esters and salts thereof; glutamic acid and its salts; quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids; acyclic amides and their derivatives and salts thereof; cyclic amides (except ureines) and their derivatives and salts","not for feed"
"3523","Lactones n.e., heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring, a pyrimidine ring, a piperazine ring, an unfused triazine ring or a phenothiazine ring system not further fused; hydantoin and its derivatives; sulphonamides","not for feed"
"3524","Sugars, chemically pure n.e.; sugar ethers and sugar esters and their salts n.e.","not for feed"
"3525","Provitamins, vitamins and hormones; glycosides and vegetable alkaloids and their salts, ethers, esters and other derivatives; antibiotics","not for feed"
"3526","Medicaments, for therapeutic or prophylactic uses","not for feed"
"3527","Other pharmaceutical products","not for feed"
"3529","Other articles for medical or surgical purposes","not for feed"
"35210","Salicylic acid and its salts and esters","not for feed"
"35220","Lysine and its esters and salts thereof; glutamic acid and its salts; quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids; acyclic amides and their derivatives and salts thereof; cyclic amides (except ureines) and their derivatives and salts","not for feed"
"35230","Lactones n.e., heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring, a pyrimidine ring, a piperazine ring, an unfused triazine ring or a phenothiazine ring system not further fused; hydantoin and its derivatives; sulphonamides","not for feed"
"35240","Sugars, chemically pure n.e.; sugar ethers and sugar esters and their salts n.e.","not for feed"
"35250","Provitamins, vitamins and hormones; glycosides and vegetable alkaloids and their salts, ethers, esters and other derivatives; antibiotics","not for feed"
"35260","Medicaments, for therapeutic or prophylactic uses","not for feed"
"35270","Other pharmaceutical products","not for feed"
"35290","Other articles for medical or surgical purposes","not for feed"
"3531","Organic surface active agents, except soap","not for feed"
"3532","Soap and detergents, perfume and toilet preparations","not for feed"
"3533","Cleaning and polishing preparations","not for feed"
"35310","Organic surface active agents, except soap","not for feed"
"35321","Soap; organic surface-active products and preparations for use as soap; paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent","not for feed"
"35322","Detergents and washing preparations","not for feed"
"35323","Perfume and toilet preparations","not for feed"
"35331","Preparations for perfuming or deodorizing rooms","not for feed"
"35332","Artificial waxes and prepared waxes","not for feed"
"35333","Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal","not for feed"
"35334","Scouring pastes and powders and other scouring preparations","not for feed"
"3541","Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids; terpenic by-products of the deterpenation of essential oils; mixtures of odoriferous substances of a kind used as raw materials in industry/n","not for feed"
"3542","Glues and gelatine, peptones and their derivatives, and related products; caseinates and other casein derivatives; albuminates and other albumin derivatives","not for feed"
"3543","Lubricating preparations and preparations of a kind used for the oil or grease treatment of materials, except of petroleum; prepared additives for mineral oils; prepared liquids for hydraulic transmission, except of petroleum; anti-freezing preparations and prepared de-icing fluids","not for feed"
"3544","Modelling pastes; 'dental wax' or 'dental impression compounds'; other preparations for use in dentistry with a basis of plaster; preparations and charges for fire-extinguishers; charged fire-extinguishing grenades; prepared culture media for development and maintenance of micro-organisms and plant, human or animal cells; composite diagnostic or laboratory reagents n.e.","not for feed"
"3545","Prepared explosives; safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators","not for feed"
"3546","Pyrotechnic articles","not for feed"
"3547","Chemical elements and compounds doped for use in electronics","not for feed"
"3549","Other chemical products n.e.","not for feed"
"35410","Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids; terpenic by-products of the deterpenation of essential oils; mixtures of odoriferous substances of a kind used as raw materials in industry/n","not for feed"
"35410.01","Oil of citronella","not for feed"
"35410.90","Essential oils nes","not for feed"
"35420","Glues and gelatine, peptones and their derivatives, and related products; caseinates and other casein derivatives; albuminates and other albumin derivatives","not for feed"
"35430","Lubricating preparations and preparations of a kind used for the oil or grease treatment of materials, except of petroleum; prepared additives for mineral oils; prepared liquids for hydraulic transmission, except of petroleum; anti-freezing preparations and prepared de-icing fluids","not for feed"
"35440","Modelling pastes; 'dental wax' or 'dental impression compounds'; other preparations for use in dentistry with a basis of plaster; preparations and charges for fire-extinguishers; charged fire-extinguishing grenades; prepared culture media for development and maintenance of micro-organisms and plant, human or animal cells; composite diagnostic or laboratory reagents n.e.","not for feed"
"35450","Prepared explosives; safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators","not for feed"
"35460","Pyrotechnic articles","not for feed"
"35470","Chemical elements and compounds doped for use in electronics","not for feed"
"35490","Other chemical products n.e.","not for feed"
"35491","Biodiesel","not for feed"
"35499","Other chemical products n.e.c.","not for feed"
"3551","Synthetic filament tow and staple fibres, not carded or combed","not for feed"
"3552","Synthetic filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale","not for feed"
"3553","Synthetic monofilament and strip","not for feed"
"3554","Artificial filament tow and staple fibres, not carded or combed","not for feed"
"3555","Artificial filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale","not for feed"
"3556","Artificial monofilament and strip","not for feed"
"35510","Synthetic filament tow and staple fibres, not carded or combed","not for feed"
"35520","Synthetic filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale","not for feed"
"35530","Synthetic monofilament and strip","not for feed"
"35540","Artificial filament tow and staple fibres, not carded or combed","not for feed"
"35550","Artificial filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale","not for feed"
"35560","Artificial monofilament and strip","not for feed"
"361","Rubber tyres and tubes","not for feed"
"362","Other rubber products","not for feed"
"363","Semi-manufactures of plastics","not for feed"
"364","Packaging products of plastics","not for feed"
"369","Other plastics products","not for feed"
"3611","New pneumatic tyres, inner tubes, solid or cushion tyres, interchangeable tyre treads, tyre flaps and 'camel-back', of rubber","not for feed"
"3612","Retreaded pneumatic tyres, of rubber","not for feed"
"36111","New pneumatic tyres, of rubber, of a kind used on motor cars","not for feed"
"36112","New pneumatic tyres, of rubber, of a kind used on motorcycles or bicycles","not for feed"
"36113","Other new pneumatic tyres, of rubber","not for feed"
"36114","Inner tubes, solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber","not for feed"
"36115","'Camel-back' strips for retreading rubber tyres","not for feed"
"36120","Retreaded pneumatic tyres, of rubber","not for feed"
"3621","Reclaimed rubber","not for feed"
"3622","Unvulcanized compounded rubber, in primary forms or in plates, sheets or strip; unvulcanized rubber in forms other than primary forms or plates, sheets or strip (except 'camel-back' strips for retreading rubber tyres); articles of unvulcanized rubber; thread, cord, plates, sheets, strip, rods and profile shapes, of vulcanized rubber other than hard rubber","not for feed"
"3623","Tubes, pipes and hoses of vulcanized rubber other than hard rubber","not for feed"
"3624","Conveyor or transmission belts or belting, of vulcanized rubber","not for feed"
"3625","Rubberized textile fabrics, except tyre cord fabric","not for feed"
"3626","Articles of apparel and clothing accessories (including gloves) of vulcanized rubber other than hard rubber","not for feed"
"3627","Articles of vulcanized rubber n.e.; hard rubber; articles of hard rubber","not for feed"
"36210","Reclaimed rubber","not for feed"
"36220","Unvulcanized compounded rubber, in primary forms or in plates, sheets or strip; unvulcanized rubber in forms other than primary forms or plates, sheets or strip (except 'camel-back' strips for retreading rubber tyres); articles of unvulcanized rubber; thread, cord, plates, sheets, strip, rods and profile shapes, of vulcanized rubber other than hard rubber","not for feed"
"36230","Tubes, pipes and hoses of vulcanized rubber other than hard rubber","not for feed"
"36240","Conveyor or transmission belts or belting, of vulcanized rubber","not for feed"
"36250","Rubberized textile fabrics, except tyre cord fabric","not for feed"
"36260","Articles of apparel and clothing accessories (including gloves) of vulcanized rubber other than hard rubber","not for feed"
"36270","Articles of vulcanized rubber n.e.; hard rubber; articles of hard rubber","not for feed"
"3631","Monofilament of which any cross-sectional dimension exceeds 1 mm, rods, sticks and profile shapes, of plastics","not for feed"
"3632","Tubes, pipes and hoses, and fittings therefor, of plastics","not for feed"
"3633","Plates, sheets, film, foil and strip, of plastics, not self-adhesive, non-cellular and not reinforced, laminated, supported or similarly combined with other materials","not for feed"
"3639","Other plates, sheets, film, foil and strip, of plastics","not for feed"
"36310","Monofilament of which any cross-sectional dimension exceeds 1 mm, rods, sticks and profile shapes, of plastics","not for feed"
"36320","Tubes, pipes and hoses, and fittings therefor, of plastics","not for feed"
"36330","Plates, sheets, film, foil and strip, of plastics, not self-adhesive, non-cellular and not reinforced, laminated, supported or similarly combined with other materials","not for feed"
"36390","Other plates, sheets, film, foil and strip, of plastics","not for feed"
"3641","Sacks and bags, of plastics","not for feed"
"3649","Other articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics","not for feed"
"36410","Sacks and bags, of plastics","not for feed"
"36490","Other articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics","not for feed"
"3691","Floor coverings of plastics, in rolls or in the form of tiles; wall or ceiling coverings of plastics","not for feed"
"3692","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics","not for feed"
"3693","Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary ware, of plastics","not for feed"
"3694","Tableware, kitchenware, other household articles and toilet articles, of plastics","not for feed"
"3695","Builders' ware of plastics n.e.","not for feed"
"3696","Parts n.e. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of plastics","not for feed"
"3697","Safety headgear; other headgear of rubber or plastics","not for feed"
"3698","Electrical insulating fittings of plastics","not for feed"
"3699","Articles of plastics n.e.","not for feed"
"36910","Floor coverings of plastics, in rolls or in the form of tiles; wall or ceiling coverings of plastics","not for feed"
"36920","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics","not for feed"
"36930","Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary ware, of plastics","not for feed"
"36940","Tableware, kitchenware, other household articles and toilet articles, of plastics","not for feed"
"36950","Builders' ware of plastics n.e.","not for feed"
"36960","Parts n.e. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of plastics","not for feed"
"36971","Safety headgear","not for feed"
"36972","Other headgear of rubber or plastics","not for feed"
"36980","Electrical insulating fittings of plastics","not for feed"
"36990","Articles of plastics n.e.","not for feed"
"371","Glass and glass products","not for feed"
"372","Non-structural ceramic ware","not for feed"
"373","Refractory products and structural non-refractory clay products","not for feed"
"374","Plaster, lime and cement","not for feed"
"375","Articles of concrete, cement and plaster","not for feed"
"376","Monumental or building stone and articles thereof","not for feed"
"379","Other non-metallic mineral products n.e.","not for feed"
"3711","Unworked glass, flat glass and pressed or moulded glass for construction; glass mirrors","not for feed"
"3712","Glass fibres and articles thereof, except woven fabrics","not for feed"
"3719","Other glass articles","not for feed"
"37111","Glass in the mass, in balls (except microspheres), rods or tubes, unworked; waste and scrap of glass","not for feed"
"37112","Unworked cast, rolled, drawn or blown glass, in sheets","not for feed"
"37113","Float glass and surface ground or polished glass, in sheets","not for feed"
"37114","Glass in sheets, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed, et","not for feed"
"37115","Safety glass","not for feed"
"37116","Glass mirrors; multiple walled insulating units of glass","not for feed"
"37117","Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms","not for feed"
"37121","Slivers, rovings, yarn and chopped strands, of glass","not for feed"
"37129","Voiles, webs, mats, mattresses, boards and other articles of glass fibres, except woven fabrics","not for feed"
"37191","Bottles, jars, phials and other containers, of glass, of a kind used for the conveyance or packing of goods, except ampoules; stoppers, lids and other closures, of glass","not for feed"
"37192","Glass envelopes, open, and glass parts thereof, for electric lamps, cathode-ray tubes or the like","not for feed"
"37193","Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (except bottles, jars and the like, of glass, and ornaments of lamp-worked glass)","not for feed"
"37194","Clock or watch glasses and similar glasses; glasses for spectacles, not optically worked; hollow glass spheres and their segments for the manufacture of such glasses","not for feed"
"37195","Laboratory, hygienic or pharmaceutical glassware; ampoules of glass","not for feed"
"37196","Parts n.e. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of glass","not for feed"
"37197","Electrical insulators of glass","not for feed"
"37199","Articles of glass n.e. (including glass inners for vacuum flasks, signalling glassware, glass cubes for mosaics, glass beads, glass microspheres and ornaments of lamp-worked glass)","not for feed"
"3721","Ceramic sinks, baths, water closet pans, flushing cisterns and similar sanitary fixtures","not for feed"
"3722","Ceramic household and ornamental articles","not for feed"
"3729","Other non-structural ceramic wares","not for feed"
"37210","Ceramic sinks, baths, water closet pans, flushing cisterns and similar sanitary fixtures","not for feed"
"37221","Ceramic tableware, kitchenware, other household articles and toilet articles","not for feed"
"37222","Statuettes and other ornamental ceramic articles","not for feed"
"37291","Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods","not for feed"
"37292","Electrical insulators of ceramics; insulating fittings, for electrical machines, appliances or equipment, of ceramics","not for feed"
"37299","Other non-structural ceramic articles n.e.","not for feed"
"3731","Bricks, blocks, tiles and other ceramic goods of siliceous earths","not for feed"
"3732","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous earths","not for feed"
"3733","Refractory cements, mortars, concretes and similar compositions n.e.","not for feed"
"3734","Unfired refractory products; other refractory ceramic goods","not for feed"
"3735","Non-refractory ceramic building bricks, flooring blocks, support or filler tiles, roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic construction goods","not for feed"
"3736","Non-refractory ceramic pipes, conduits, guttering and pipe fittings","not for feed"
"3737","Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like","not for feed"
"37310","Bricks, blocks, tiles and other ceramic goods of siliceous earths","not for feed"
"37320","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous earths","not for feed"
"37330","Refractory cements, mortars, concretes and similar compositions n.e.","not for feed"
"37340","Unfired refractory products; other refractory ceramic goods","not for feed"
"37350","Non-refractory ceramic building bricks, flooring blocks, support or filler tiles, roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic construction goods","not for feed"
"37360","Non-refractory ceramic pipes, conduits, guttering and pipe fittings","not for feed"
"37370","Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like","not for feed"
"3741","Plasters","not for feed"
"3742","Quicklime, slaked lime and hydraulic lime","not for feed"
"3743","Cement clinkers","not for feed"
"3744","Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers","not for feed"
"3745","Calcinated or agglomerated dolomite","not for feed"
"37410","Plasters","not for feed"
"37420","Quicklime, slaked lime and hydraulic lime","not for feed"
"37430","Cement clinkers","not for feed"
"37440","Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers","not for feed"
"37450","Calcinated or agglomerated dolomite","not for feed"
"3751","Non-refractory mortars and concretes","not for feed"
"3752","Boards, blocks and similar articles of vegetable fibre, straw or wood waste agglomerated with mineral binders","not for feed"
"3753","Articles of plaster or of compositions based on plaster","not for feed"
"3754","Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone","not for feed"
"3755","Prefabricated structural components for building or civil engineering, of cement, concrete or artificial stone","not for feed"
"3756","Other articles of cement, concrete or artificial stone","not for feed"
"3757","Articles of asbestos-cement, cellulose fibre-cement or the like","not for feed"
"37510","Non-refractory mortars and concretes","not for feed"
"37520","Boards, blocks and similar articles of vegetable fibre, straw or wood waste agglomerated with mineral binders","not for feed"
"37530","Articles of plaster or of compositions based on plaster","not for feed"
"37540","Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone","not for feed"
"37550","Prefabricated structural components for building or civil engineering, of cement, concrete or artificial stone","not for feed"
"37560","Other articles of cement, concrete or artificial stone","not for feed"
"37570","Articles of asbestos-cement, cellulose fibre-cement or the like","not for feed"
"3761","Marble, travertine and alabaster, worked, and articles thereof (except setts, curbstones, flagstones, tiles, cubes and similar articles); artificially coloured granules, chippings and powder of marble, travertine and alabaster","not for feed"
"3769","Other worked monumental or building stone and articles thereof; other artificially coloured granules, chippings and powder of natural stone; articles of agglomerated slate","not for feed"
"37610","Marble, travertine and alabaster, worked, and articles thereof (except setts, curbstones, flagstones, tiles, cubes and similar articles); artificially coloured granules, chippings and powder of marble, travertine and alabaster","not for feed"
"37690","Other worked monumental or building stone and articles thereof; other artificially coloured granules, chippings and powder of natural stone; articles of agglomerated slate","not for feed"
"3791","Millstones, grindstones, grinding wheels and the like, without frameworks, for working stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives, or of ceramics; natural or artificial abrasive powder or grain, on a base of textile, paper or other material","not for feed"
"3792","Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures, or of asbestos","not for feed"
"3793","Articles of asphalt or of similar material","not for feed"
"3794","Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related substances as a binder","not for feed"
"3795","Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of semi-manufactures","not for feed"
"3796","Artificial corundum","not for feed"
"3799","Non-metallic mineral products n.e. (including mineral wool, expanded mineral materials, worked mica, articles of mica, non-electrical articles of graphite or other carbon and articles of peat)","not for feed"
"37910","Millstones, grindstones, grinding wheels and the like, without frameworks, for working stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives, or of ceramics; natural or artificial abrasive powder or grain, on a base of textile, paper or other material","not for feed"
"37920","Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures, or of asbestos","not for feed"
"37930","Articles of asphalt or of similar material","not for feed"
"37940","Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related substances as a binder","not for feed"
"37950","Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of semi-manufactures","not for feed"
"37960","Artificial corundum","not for feed"
"37990","Non-metallic mineral products n.e. (including mineral wool, expanded mineral materials, worked mica, articles of mica, non-electrical articles of graphite or other carbon and articles of peat)","not for feed"
"381","Furniture","not for feed"
"382","Jewellery and related articles","not for feed"
"383","Musical instruments","not for feed"
"384","Sports goods","not for feed"
"385","Games and toys","not for feed"
"386","Roundabouts, swings, shooting galleries and other fairground amusements","not for feed"
"387","Prefabricated buildings","not for feed"
"389","Other manufactured articles n.e.","not for feed"
"3811","Seats","not for feed"
"3812","Other furniture, of a kind used in offices","not for feed"
"3813","Other wooden furniture, of a kind used in the kitchen","not for feed"
"3814","Other furniture n.e.c","not for feed"
"3815","Mattress supports; mattresses, fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered","not for feed"
"3816","Parts of furniture","not for feed"
"38111","Seats, primarily with metal frames","not for feed"
"38112","Seats, primarily with wooden frames","not for feed"
"38119","Other seats","not for feed"
"38121","Other metal furniture, of a kind used in offices","not for feed"
"38122","Other wooden furniture, of a kind used in offices","not for feed"
"38130","Other wooden furniture, of a kind used in the kitchen","not for feed"
"38140","Other furniture n.e.c","not for feed"
"38150","Mattress supports; mattresses, fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered","not for feed"
"38160","Parts of furniture","not for feed"
"3821","Pearls, natural or cultured and unworked","not for feed"
"3822","Cultured pearls, precious or semi-precious stones, and synthetic or reconstructed precious or semi-precious stones (except industrial diamonds and piezo-electric quartz), worked (except simply sawn, cleaved, bruted or roughly shaped), but not strung, mounted or set","not for feed"
"3823","Industrial diamonds, worked; dust and powder of natural or synthetic precious or semi-precious stones","not for feed"
"3824","Jewellery and other articles of precious metal or of metal clad with precious metal; articles of natural or cultured pearls or precious or semi-precious stones (natural, synthetic or reconstructed)","not for feed"
"3825","Coin","not for feed"
"38210","Pearls, natural or cultured and unworked","not for feed"
"38220","Cultured pearls, precious or semi-precious stones, and synthetic or reconstructed precious or semi-precious stones (except industrial diamonds and piezo-electric quartz), worked (except simply sawn, cleaved, bruted or roughly shaped), but not strung, mounted or set","not for feed"
"38230","Industrial diamonds, worked; dust and powder of natural or synthetic precious or semi-precious stones","not for feed"
"38240","Jewellery and other articles of precious metal or of metal clad with precious metal; articles of natural or cultured pearls or precious or semi-precious stones (natural, synthetic or reconstructed)","not for feed"
"38250","Coin","not for feed"
"3831","Pianos and other keyboard stringed musical instruments","not for feed"
"3832","Other string musical instruments","not for feed"
"3833","Wind musical instruments (including pipe organs, accordians and brass-wind instruments)","not for feed"
"3834","Musical instruments, the sound of which is produced, or must be amplified, electrically","not for feed"
"3835","Other musical instruments (including percussion instruments, musical boxes and fairground organs); decoy calls; whistles, call horns and other mouth-blown sound signalling instruments","not for feed"
"3836","Parts and accessories of musical instruments; metronomes, tuning forks and pitch pipes","not for feed"
"38310","Pianos and other keyboard stringed musical instruments","not for feed"
"38320","Other string musical instruments","not for feed"
"38330","Wind musical instruments (including pipe organs, accordians and brass-wind instruments)","not for feed"
"38340","Musical instruments, the sound of which is produced, or must be amplified, electrically","not for feed"
"38350","Other musical instruments (including percussion instruments, musical boxes and fairground organs); decoy calls; whistles, call horns and other mouth-blown sound signalling instruments","not for feed"
"38360","Parts and accessories of musical instruments; metronomes, tuning forks and pitch pipes","not for feed"
"3841","Snow-skis and other snow-ski equipment; ice-skates and roller-skates","not for feed"
"3842","Water-skis, surf-boards, sailboards and other water-sport equipment","not for feed"
"3843","Gymnasium or athletics articles and equipment","not for feed"
"3844","Other articles and equipment for sports or outdoor games","not for feed"
"3845","Fishing rods and other line fishing tackle; fish landing nets, butterfly nets and similar nets; decoy 'birds' and similar hunting or shooting requisites","not for feed"
"38410","Snow-skis and other snow-ski equipment; ice-skates and roller-skates","not for feed"
"38420","Water-skis, surf-boards, sailboards and other water-sport equipment","not for feed"
"38430","Gymnasium or athletics articles and equipment","not for feed"
"38440","Other articles and equipment for sports or outdoor games","not for feed"
"38450","Fishing rods and other line fishing tackle; fish landing nets, butterfly nets and similar nets; decoy 'birds' and similar hunting or shooting requisites","not for feed"
"3851","Dolls' carriages; wheeled toys designed to be ridden by children","not for feed"
"3852","Dolls representing human beings; toys representing animals or non-human creatures","not for feed"
"3853","Parts and accessories of dolls representing human beings","not for feed"
"3854","Toy electric trains and tracks, signals and other accessories therefor; reduced-size ('scale') model assembly kits and other construction sets and constructional toys","not for feed"
"3855","Puzzles","not for feed"
"3856","Other toys (including toy musical instruments)","not for feed"
"3857","Playing cards","not for feed"
"3858","Video games of a kind used with a television receiver","not for feed"
"3859","Other articles for funfair, table or parlour games (including articles for billiards, pintables, special tables for casino games and automatic bowling alley equipment), except video games of a kind used with a television receiver","not for feed"
"38510","Dolls' carriages; wheeled toys designed to be ridden by children","not for feed"
"38520","Dolls representing human beings; toys representing animals or non-human creatures","not for feed"
"38530","Parts and accessories of dolls representing human beings","not for feed"
"38540","Toy electric trains and tracks, signals and other accessories therefor; reduced-size ('scale') model assembly kits and other construction sets and constructional toys","not for feed"
"38550","Puzzles","not for feed"
"38560","Other toys (including toy musical instruments)","not for feed"
"38570","Playing cards","not for feed"
"38581","Video game consoles","not for feed"
"38582","Software cartridges for video game consoles","not for feed"
"38590","Other articles for funfair, table or parlour games (including articles for billiards, pintables, special tables for casino games and automatic bowling alley equipment), except video games of a kind used with a television receiver","not for feed"
"3860","Roundabouts, swings, shooting galleries and other fairground amusements","not for feed"
"38600","Roundabouts, swings, shooting galleries and other fairground amusements","not for feed"
"3870","Prefabricated buildings","not for feed"
"38701","Prefabricated buildings, of wood","not for feed"
"38702","Prefabricated buildings, of metal","not for feed"
"38703","Prefabricated buildings, of plastics","not for feed"
"38704","Prefabricated buildings, of concrete","not for feed"
"3891","Pens, pencils, stamps, typewriter or similar ribbons, ink-pads and similar articles","not for feed"
"3892","Umbrellas, sun-umbrellas, walking-sticks, seat-sticks, whips, riding-crops, buttons, press-fasteners, snap-fasteners, press-studs, slide fasteners and parts thereof; button blanks","not for feed"
"3893","Linoleum","not for feed"
"3894","Photographic plates, film, paper, paperboard and textiles, exposed","not for feed"
"3895","Motion picture film, exposed and developed, whether or not incorporating sound track or consisting only of sound track","not for feed"
"3896","Paintings, drawings and pastels; original engravings, prints and lithographs; original sculptures and statuary, in any material; postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery (stamped paper) and the like; collections and collectors' pieces of zoological, botanical, mineralogical, anatomical, historical, ethnographic or numismatic interest; antiques","not for feed"
"3897","Human hair; wool or other animal hair or other textile materials; wigs, false beards, eyebrows and eyelashes, switches and the like; articles of human hair n.e.; horsehair","not for feed"
"3899","Other articles","not for feed"
"38911","Pens, duplicating stylos, pencils, pen-holders, pencil-holders and similar holders, and parts thereof; crayons, pencil leads, pastels, drawing charcoals and chalks","not for feed"
"38912","Date, sealing or numbering stamps, and the like, designed for operating in the hand; hand-operated composing sticks and hand printing sets incorporating such sticks; typewriter or similar ribbons, prepared for giving impressions; ink-pads","not for feed"
"38921","Umbrellas, sun-umbrellas, walking-sticks, seat-sticks, whips, riding-crops and the like","not for feed"
"38922","Parts, trimmings and accessories of umbrellas, sun-umbrellas, walking-sticks, seat-sticks, whips, riding-crops and the like","not for feed"
